,IMG No.,Prediction,Actual Value,Right,Wrong,%,M1Right,M1Wrong,M1%,M2Right,M2Wrong,M2%,M3Right,M3Wrong,M3%,M1-3Right,M1-3Wrong,M1-3%,M4-7Right,M4-7Wrong,M4-7%
511,3334,0,2,,,,,,,,,,,,,,,,,,
512,3335,0,1,,,,,,,,,,,,,,,,,,
513,3342,2,0,,,,,,,,,,,,,,,,,,
514,3343,1,0,,,,,,,,,,,,,,,,,,
515,3344,1,0,,,,,,,,,,,,,,,,,,
516,3346,2,0,,,,,,,,,,,,,,,,,,
517,3347,2,0,,,,,,,,,,,,,,,,,,
518,3354,2,0,,,,,,,,,,,,,,,,,,
519,3355,2,0,,,,,,,,,,,,,,,,,,
520,3356,2,0,,,,,,,,,,,,,,,,,,
521,3358,2,0,,,,,,,,,,,,,,,,,,
522,3371,1,0,,,,,,,,,,,,,,,,,,
523,3376,0,2,,,,,,,,,,,,,,,,,,
524,3377,0,2,,,,,,,,,,,,,,,,,,
525,3378,0,2,,,,,,,,,,,,,,,,,,
526,3379,0,2,,,,,,,,,,,,,,,,,,
527,3380,2,0,,,,,,,,,,,,,,,,,,
528,3382,1,0,,,,,,,,,,,,,,,,,,
529,3384,0,2,,,,,,,,,,,,,,,,,,
530,3386,0,2,,,,,,,,,,,,,,,,,,
531,3387,0,2,,,,,,,,,,,,,,,,,,
532,3388,0,2,,,,,,,,,,,,,,,,,,
533,3389,0,2,,,,,,,,,,,,,,,,,,
534,3390,0,2,,,,,,,,,,,,,,,,,,
535,3500,0,1,,,,,,,,,,,,,,,,,,
536,3501,0,2,,,,,,,,,,,,,,,,,,
537,3502,0,2,,,,,,,,,,,,,,,,,,
538,3503,0,2,,,,,,,,,,,,,,,,,,
539,3504,0,2,,,,,,,,,,,,,,,,,,
540,3513,1,0,,,,,,,,,,,,,,,,,,
541,3514,1,0,,,,,,,,,,,,,,,,,,
542,3519,2,0,,,,,,,,,,,,,,,,,,
543,3520,2,0,,,,,,,,,,,,,,,,,,
544,3522,2,0,,,,,,,,,,,,,,,,,,
545,3523,2,0,,,,,,,,,,,,,,,,,,
546,3525,2,0,,,,,,,,,,,,,,,,,,
547,3526,2,0,,,,,,,,,,,,,,,,,,
548,3527,2,0,,,,,,,,,,,,,,,,,,
549,3528,2,0,,,,,,,,,,,,,,,,,,
550,3529,2,0,,,,,,,,,,,,,,,,,,
551,3533,1,0,,,,,,,,,,,,,,,,,,
552,3534,1,0,,,,,,,,,,,,,,,,,,
553,3536,2,0,,,,,,,,,,,,,,,,,,
554,3537,1,0,,,,,,,,,,,,,,,,,,
555,3538,1,0,,,,,,,,,,,,,,,,,,
556,3539,1,0,,,,,,,,,,,,,,,,,,
557,3540,1,0,,,,,,,,,,,,,,,,,,
558,3545,0,2,,,,,,,,,,,,,,,,,,
559,3547,2,0,,,,,,,,,,,,,,,,,,
560,3548,2,0,,,,,,,,,,,,,,,,,,
561,3549,2,0,,,,,,,,,,,,,,,,,,
562,3562,2,0,,,,,,,,,,,,,,,,,,
563,3563,2,0,,,,,,,,,,,,,,,,,,
564,3573,0,1,,,,,,,,,,,,,,,,,,
565,3583,2,0,,,,,,,,,,,,,,,,,,
566,3588,1,0,,,,,,,,,,,,,,,,,,
567,3589,1,2,,,,,,,,,,,,,,,,,,
568,3591,0,1,,,,,,,,,,,,,,,,,,
569,3595,0,2,,,,,,,,,,,,,,,,,,
570,3596,0,2,,,,,,,,,,,,,,,,,,
571,3597,0,2,,,,,,,,,,,,,,,,,,
572,3700,0,2,,,,,,,,,,,,,,,,,,
573,3701,0,2,,,,,,,,,,,,,,,,,,
574,3702,0,2,,,,,,,,,,,,,,,,,,
575,3703,0,2,,,,,,,,,,,,,,,,,,
576,3704,0,1,,,,,,,,,,,,,,,,,,
577,3705,2,0,,,,,,,,,,,,,,,,,,
578,3706,2,1,,,,,,,,,,,,,,,,,,
579,3714,0,1,,,,,,,,,,,,,,,,,,
580,3715,0,1,,,,,,,,,,,,,,,,,,
581,3716,0,1,,,,,,,,,,,,,,,,,,
582,3717,0,1,,,,,,,,,,,,,,,,,,
583,3718,0,1,,,,,,,,,,,,,,,,,,
584,3721,1,0,,,,,,,,,,,,,,,,,,
585,3723,0,1,,,,,,,,,,,,,,,,,,
586,3724,0,1,,,,,,,,,,,,,,,,,,
587,3727,0,1,,,,,,,,,,,,,,,,,,
588,3734,0,2,,,,,,,,,,,,,,,,,,
589,3735,0,2,,,,,,,,,,,,,,,,,,
590,3736,0,2,,,,,,,,,,,,,,,,,,
591,3737,0,2,,,,,,,,,,,,,,,,,,
592,3738,1,2,,,,,,,,,,,,,,,,,,
593,3739,1,2,,,,,,,,,,,,,,,,,,
594,3740,1,2,,,,,,,,,,,,,,,,,,
595,3741,0,2,,,,,,,,,,,,,,,,,,
596,3742,0,2,,,,,,,,,,,,,,,,,,
597,3743,0,2,,,,,,,,,,,,,,,,,,
598,3744,0,2,,,,,,,,,,,,,,,,,,
599,3745,0,2,,,,,,,,,,,,,,,,,,
600,3746,0,2,,,,,,,,,,,,,,,,,,
601,3754,0,1,,,,,,,,,,,,,,,,,,
602,3762,2,0,,,,,,,,,,,,,,,,,,
603,3777,0,1,,,,,,,,,,,,,,,,,,
604,3778,0,2,,,,,,,,,,,,,,,,,,
605,3779,0,2,,,,,,,,,,,,,,,,,,
606,3781,0,1,,,,,,,,,,,,,,,,,,
607,3782,0,2,,,,,,,,,,,,,,,,,,
608,3783,0,2,,,,,,,,,,,,,,,,,,
609,3784,0,1,,,,,,,,,,,,,,,,,,
610,3785,0,1,,,,,,,,,,,,,,,,,,
611,3786,0,2,,,,,,,,,,,,,,,,,,
612,3787,0,2,,,,,,,,,,,,,,,,,,
613,3788,0,2,,,,,,,,,,,,,,,,,,
614,3789,0,2,,,,,,,,,,,,,,,,,,
615,3790,0,2,,,,,,,,,,,,,,,,,,
616,3791,1,2,,,,,,,,,,,,,,,,,,
617,3792,0,1,,,,,,,,,,,,,,,,,,
618,3793,0,1,,,,,,,,,,,,,,,,,,
619,3794,0,2,,,,,,,,,,,,,,,,,,
620,3795,0,2,,,,,,,,,,,,,,,,,,
621,3796,0,2,,,,,,,,,,,,,,,,,,
622,3797,0,2,,,,,,,,,,,,,,,,,,
623,3798,0,2,,,,,,,,,,,,,,,,,,
624,3799,0,2,,,,,,,,,,,,,,,,,,
625,3902,2,0,,,,,,,,,,,,,,,,,,
626,3909,0,2,,,,,,,,,,,,,,,,,,
627,3910,0,1,,,,,,,,,,,,,,,,,,
628,3911,0,1,,,,,,,,,,,,,,,,,,
629,3913,2,0,,,,,,,,,,,,,,,,,,
630,3916,1,0,,,,,,,,,,,,,,,,,,
631,3919,1,0,,,,,,,,,,,,,,,,,,
632,3920,1,0,,,,,,,,,,,,,,,,,,
633,3921,1,0,,,,,,,,,,,,,,,,,,
634,3931,2,0,,,,,,,,,,,,,,,,,,
635,3932,2,0,,,,,,,,,,,,,,,,,,
636,3933,1,0,,,,,,,,,,,,,,,,,,
637,3938,2,0,,,,,,,,,,,,,,,,,,
638,3939,0,1,,,,,,,,,,,,,,,,,,
639,3940,0,1,,,,,,,,,,,,,,,,,,
640,3941,0,1,,,,,,,,,,,,,,,,,,
641,3942,0,2,,,,,,,,,,,,,,,,,,
642,3943,0,2,,,,,,,,,,,,,,,,,,
643,3944,0,2,,,,,,,,,,,,,,,,,,
644,3945,1,2,,,,,,,,,,,,,,,,,,
645,3947,1,0,,,,,,,,,,,,,,,,,,
646,3948,1,0,,,,,,,,,,,,,,,,,,
647,3951,1,0,,,,,,,,,,,,,,,,,,
648,3952,1,0,,,,,,,,,,,,,,,,,,
649,3956,0,2,,,,,,,,,,,,,,,,,,
650,3957,0,2,,,,,,,,,,,,,,,,,,
651,3958,0,1,,,,,,,,,,,,,,,,,,
652,3959,0,1,,,,,,,,,,,,,,,,,,
653,3960,0,2,,,,,,,,,,,,,,,,,,
654,3961,0,2,,,,,,,,,,,,,,,,,,
655,3962,0,2,,,,,,,,,,,,,,,,,,
656,3963,0,2,,,,,,,,,,,,,,,,,,
657,3964,0,2,,,,,,,,,,,,,,,,,,
658,3965,0,2,,,,,,,,,,,,,,,,,,
659,3966,0,1,,,,,,,,,,,,,,,,,,
660,3967,0,1,,,,,,,,,,,,,,,,,,
661,3975,0,2,,,,,,,,,,,,,,,,,,
662,3984,0,2,,,,,,,,,,,,,,,,,,
663,3985,0,2,,,,,,,,,,,,,,,,,,
664,3986,0,2,,,,,,,,,,,,,,,,,,
665,3991,1,0,,,,,,,,,,,,,,,,,,
666,3992,0,1,,,,,,,,,,,,,,,,,,
667,4123,0,2,,,,,,,,,,,,,,,,,,
668,4124,1,0,,,,,,,,,,,,,,,,,,
669,4128,0,2,,,,,,,,,,,,,,,,,,
670,4129,0,2,,,,,,,,,,,,,,,,,,
671,4130,0,2,,,,,,,,,,,,,,,,,,
672,4131,0,2,,,,,,,,,,,,,,,,,,
673,4132,0,2,,,,,,,,,,,,,,,,,,
674,4133,0,2,,,,,,,,,,,,,,,,,,
675,4134,0,2,,,,,,,,,,,,,,,,,,
676,4135,0,2,,,,,,,,,,,,,,,,,,
677,4136,0,2,,,,,,,,,,,,,,,,,,
678,4137,0,2,,,,,,,,,,,,,,,,,,
679,4138,0,2,,,,,,,,,,,,,,,,,,
680,4139,0,2,,,,,,,,,,,,,,,,,,
681,4140,0,2,,,,,,,,,,,,,,,,,,
682,4147,0,2,,,,,,,,,,,,,,,,,,
683,4148,0,2,,,,,,,,,,,,,,,,,,
684,4149,0,2,,,,,,,,,,,,,,,,,,
685,4150,0,2,,,,,,,,,,,,,,,,,,
686,4151,0,2,,,,,,,,,,,,,,,,,,
687,4152,0,2,,,,,,,,,,,,,,,,,,
688,4153,0,1,,,,,,,,,,,,,,,,,,
689,4166,0,2,,,,,,,,,,,,,,,,,,
690,4167,0,2,,,,,,,,,,,,,,,,,,
691,4168,0,2,,,,,,,,,,,,,,,,,,
692,4169,0,2,,,,,,,,,,,,,,,,,,
693,4170,0,2,,,,,,,,,,,,,,,,,,
694,4171,0,2,,,,,,,,,,,,,,,,,,
695,4172,0,2,,,,,,,,,,,,,,,,,,
696,4173,0,2,,,,,,,,,,,,,,,,,,
697,4174,0,2,,,,,,,,,,,,,,,,,,
698,4175,0,2,,,,,,,,,,,,,,,,,,
699,4176,0,2,,,,,,,,,,,,,,,,,,
700,4177,0,2,,,,,,,,,,,,,,,,,,
701,4178,0,2,,,,,,,,,,,,,,,,,,
702,4179,0,2,,,,,,,,,,,,,,,,,,
703,4180,0,2,,,,,,,,,,,,,,,,,,
704,4181,0,2,,,,,,,,,,,,,,,,,,
705,4182,0,2,,,,,,,,,,,,,,,,,,
706,4183,0,2,,,,,,,,,,,,,,,,,,
707,4184,0,2,,,,,,,,,,,,,,,,,,
708,4185,0,2,,,,,,,,,,,,,,,,,,
709,4188,0,1,,,,,,,,,,,,,,,,,,
710,4189,0,1,,,,,,,,,,,,,,,,,,
711,4190,0,1,,,,,,,,,,,,,,,,,,
712,4191,0,1,,,,,,,,,,,,,,,,,,
713,4192,0,1,,,,,,,,,,,,,,,,,,
714,4194,0,2,,,,,,,,,,,,,,,,,,
715,4195,0,2,,,,,,,,,,,,,,,,,,
716,4196,0,2,,,,,,,,,,,,,,,,,,
717,4198,0,1,,,,,,,,,,,,,,,,,,
718,4199,0,1,,,,,,,,,,,,,,,,,,
