,IMG No.,Prediction,Actual Value,Right,Wrong,%,M1Right,M1Wrong,M1%,M2Right,M2Wrong,M2%,M3Right,M3Wrong,M3%,M1-3Right,M1-3Wrong,M1-3%,M4-7Right,M4-7Wrong,M4-7%
513,2731,0,1,,,,,,,,,,,,,,,,,,
514,2732,0,2,,,,,,,,,,,,,,,,,,
515,2733,0,3,,,,,,,,,,,,,,,,,,
516,2734,0,5,,,,,,,,,,,,,,,,,,
517,2735,0,3,,,,,,,,,,,,,,,,,,
518,2736,1,2,,,,,,,,,,,,,,,,,,
519,2737,1,5,,,,,,,,,,,,,,,,,,
520,2738,0,1,,,,,,,,,,,,,,,,,,
521,2739,0,1,,,,,,,,,,,,,,,,,,
522,2740,0,1,,,,,,,,,,,,,,,,,,
523,2741,0,1,,,,,,,,,,,,,,,,,,
524,2742,0,1,,,,,,,,,,,,,,,,,,
525,2744,2,0,,,,,,,,,,,,,,,,,,
526,2745,3,0,,,,,,,,,,,,,,,,,,
527,2746,4,0,,,,,,,,,,,,,,,,,,
528,2752,1,0,,,,,,,,,,,,,,,,,,
529,2755,2,0,,,,,,,,,,,,,,,,,,
530,2756,2,0,,,,,,,,,,,,,,,,,,
531,2759,0,6,,,,,,,,,,,,,,,,,,
532,2760,6,0,,,,,,,,,,,,,,,,,,
533,2762,2,0,,,,,,,,,,,,,,,,,,
534,2764,0,1,,,,,,,,,,,,,,,,,,
535,2771,0,1,,,,,,,,,,,,,,,,,,
536,2773,0,3,,,,,,,,,,,,,,,,,,
537,2774,0,5,,,,,,,,,,,,,,,,,,
538,2775,0,4,,,,,,,,,,,,,,,,,,
539,2776,0,6,,,,,,,,,,,,,,,,,,
540,2782,0,3,,,,,,,,,,,,,,,,,,
541,2783,0,3,,,,,,,,,,,,,,,,,,
542,2784,0,1,,,,,,,,,,,,,,,,,,
543,2797,0,1,,,,,,,,,,,,,,,,,,
544,2798,0,1,,,,,,,,,,,,,,,,,,
545,2799,0,1,,,,,,,,,,,,,,,,,,
546,2900,3,0,,,,,,,,,,,,,,,,,,
547,2903,0,1,,,,,,,,,,,,,,,,,,
548,2904,0,2,,,,,,,,,,,,,,,,,,
549,2905,0,2,,,,,,,,,,,,,,,,,,
550,2906,0,8,,,,,,,,,,,,,,,,,,
551,2907,7,4,,,,,,,,,,,,,,,,,,
552,2908,0,2,,,,,,,,,,,,,,,,,,
553,2909,0,4,,,,,,,,,,,,,,,,,,
554,2910,1,3,,,,,,,,,,,,,,,,,,
555,2911,2,3,,,,,,,,,,,,,,,,,,
556,2912,3,4,,,,,,,,,,,,,,,,,,
557,2913,2,0,,,,,,,,,,,,,,,,,,
558,2914,2,0,,,,,,,,,,,,,,,,,,
559,2917,1,0,,,,,,,,,,,,,,,,,,
560,2918,3,0,,,,,,,,,,,,,,,,,,
561,2919,1,0,,,,,,,,,,,,,,,,,,
562,2920,2,0,,,,,,,,,,,,,,,,,,
563,2921,3,0,,,,,,,,,,,,,,,,,,
564,2922,2,0,,,,,,,,,,,,,,,,,,
565,2923,0,4,,,,,,,,,,,,,,,,,,
566,2924,2,0,,,,,,,,,,,,,,,,,,
567,2925,1,0,,,,,,,,,,,,,,,,,,
568,2926,2,0,,,,,,,,,,,,,,,,,,
569,2929,0,4,,,,,,,,,,,,,,,,,,
570,2930,0,2,,,,,,,,,,,,,,,,,,
571,2932,0,2,,,,,,,,,,,,,,,,,,
572,2933,0,1,,,,,,,,,,,,,,,,,,
573,2934,0,4,,,,,,,,,,,,,,,,,,
574,2935,3,6,,,,,,,,,,,,,,,,,,
575,2936,5,0,,,,,,,,,,,,,,,,,,
576,2937,3,1,,,,,,,,,,,,,,,,,,
577,2938,0,1,,,,,,,,,,,,,,,,,,
578,2939,3,0,,,,,,,,,,,,,,,,,,
579,2947,6,0,,,,,,,,,,,,,,,,,,
580,2949,1,0,,,,,,,,,,,,,,,,,,
581,2961,5,0,,,,,,,,,,,,,,,,,,
582,2962,5,0,,,,,,,,,,,,,,,,,,
583,2964,1,5,,,,,,,,,,,,,,,,,,
584,2966,0,7,,,,,,,,,,,,,,,,,,
585,2967,0,8,,,,,,,,,,,,,,,,,,
586,2968,0,6,,,,,,,,,,,,,,,,,,
587,2969,3,6,,,,,,,,,,,,,,,,,,
588,2970,3,6,,,,,,,,,,,,,,,,,,
589,2971,3,5,,,,,,,,,,,,,,,,,,
590,2983,7,0,,,,,,,,,,,,,,,,,,
591,2991,3,0,,,,,,,,,,,,,,,,,,
592,2992,3,0,,,,,,,,,,,,,,,,,,
593,2998,3,1,,,,,,,,,,,,,,,,,,
594,3109,0,1,,,,,,,,,,,,,,,,,,
595,3110,3,0,,,,,,,,,,,,,,,,,,
596,3115,1,0,,,,,,,,,,,,,,,,,,
597,3116,1,0,,,,,,,,,,,,,,,,,,
598,3118,3,0,,,,,,,,,,,,,,,,,,
599,3119,2,4,,,,,,,,,,,,,,,,,,
600,3120,2,4,,,,,,,,,,,,,,,,,,
601,3121,0,5,,,,,,,,,,,,,,,,,,
602,3122,0,7,,,,,,,,,,,,,,,,,,
603,3124,1,0,,,,,,,,,,,,,,,,,,
604,3125,0,1,,,,,,,,,,,,,,,,,,
605,3126,2,0,,,,,,,,,,,,,,,,,,
606,3141,0,1,,,,,,,,,,,,,,,,,,
607,3142,0,1,,,,,,,,,,,,,,,,,,
608,3143,0,2,,,,,,,,,,,,,,,,,,
609,3144,0,2,,,,,,,,,,,,,,,,,,
610,3146,6,0,,,,,,,,,,,,,,,,,,
611,3158,0,2,,,,,,,,,,,,,,,,,,
612,3159,0,1,,,,,,,,,,,,,,,,,,
613,3160,0,1,,,,,,,,,,,,,,,,,,
614,3161,0,1,,,,,,,,,,,,,,,,,,
615,3162,2,0,,,,,,,,,,,,,,,,,,
616,3163,0,4,,,,,,,,,,,,,,,,,,
617,3164,7,6,,,,,,,,,,,,,,,,,,
618,3165,0,7,,,,,,,,,,,,,,,,,,
619,3166,0,4,,,,,,,,,,,,,,,,,,
620,3167,0,5,,,,,,,,,,,,,,,,,,
621,3172,5,0,,,,,,,,,,,,,,,,,,
622,3179,3,0,,,,,,,,,,,,,,,,,,
623,3180,0,8,,,,,,,,,,,,,,,,,,
624,3181,3,7,,,,,,,,,,,,,,,,,,
625,3194,3,0,,,,,,,,,,,,,,,,,,
626,3195,4,0,,,,,,,,,,,,,,,,,,
627,3304,0,6,,,,,,,,,,,,,,,,,,
628,3305,5,7,,,,,,,,,,,,,,,,,,
629,3307,0,1,,,,,,,,,,,,,,,,,,
630,3308,0,2,,,,,,,,,,,,,,,,,,
631,3313,4,6,,,,,,,,,,,,,,,,,,
632,3314,0,2,,,,,,,,,,,,,,,,,,
633,3316,0,7,,,,,,,,,,,,,,,,,,
634,3317,1,7,,,,,,,,,,,,,,,,,,
635,3318,0,6,,,,,,,,,,,,,,,,,,
636,3319,0,6,,,,,,,,,,,,,,,,,,
637,3320,1,7,,,,,,,,,,,,,,,,,,
638,3321,6,7,,,,,,,,,,,,,,,,,,
639,3322,4,7,,,,,,,,,,,,,,,,,,
640,3324,0,3,,,,,,,,,,,,,,,,,,
641,3325,0,2,,,,,,,,,,,,,,,,,,
642,3326,0,1,,,,,,,,,,,,,,,,,,
643,3327,0,2,,,,,,,,,,,,,,,,,,
644,3328,1,2,,,,,,,,,,,,,,,,,,
645,3329,0,2,,,,,,,,,,,,,,,,,,
646,3330,0,3,,,,,,,,,,,,,,,,,,
647,3331,0,2,,,,,,,,,,,,,,,,,,
648,3332,0,2,,,,,,,,,,,,,,,,,,
649,3333,1,6,,,,,,,,,,,,,,,,,,
650,3334,0,6,,,,,,,,,,,,,,,,,,
651,3335,0,2,,,,,,,,,,,,,,,,,,
652,3343,1,0,,,,,,,,,,,,,,,,,,
653,3355,2,0,,,,,,,,,,,,,,,,,,
654,3367,2,0,,,,,,,,,,,,,,,,,,
655,3376,0,3,,,,,,,,,,,,,,,,,,
656,3377,0,5,,,,,,,,,,,,,,,,,,
657,3378,2,5,,,,,,,,,,,,,,,,,,
658,3379,2,5,,,,,,,,,,,,,,,,,,
659,3380,1,0,,,,,,,,,,,,,,,,,,
660,3381,1,0,,,,,,,,,,,,,,,,,,
661,3384,0,8,,,,,,,,,,,,,,,,,,
662,3386,0,7,,,,,,,,,,,,,,,,,,
663,3387,0,8,,,,,,,,,,,,,,,,,,
664,3389,2,6,,,,,,,,,,,,,,,,,,
665,3390,0,7,,,,,,,,,,,,,,,,,,
666,3393,2,0,,,,,,,,,,,,,,,,,,
667,3397,4,0,,,,,,,,,,,,,,,,,,
668,3500,0,2,,,,,,,,,,,,,,,,,,
669,3501,3,5,,,,,,,,,,,,,,,,,,
670,3502,1,7,,,,,,,,,,,,,,,,,,
671,3503,2,7,,,,,,,,,,,,,,,,,,
672,3508,3,0,,,,,,,,,,,,,,,,,,
673,3512,2,0,,,,,,,,,,,,,,,,,,
674,3513,5,0,,,,,,,,,,,,,,,,,,
675,3514,2,0,,,,,,,,,,,,,,,,,,
676,3515,1,0,,,,,,,,,,,,,,,,,,
677,3521,1,0,,,,,,,,,,,,,,,,,,
678,3522,1,0,,,,,,,,,,,,,,,,,,
679,3523,2,0,,,,,,,,,,,,,,,,,,
680,3529,1,0,,,,,,,,,,,,,,,,,,
681,3545,0,6,,,,,,,,,,,,,,,,,,
682,3546,0,7,,,,,,,,,,,,,,,,,,
683,3550,1,0,,,,,,,,,,,,,,,,,,
684,3551,1,0,,,,,,,,,,,,,,,,,,
685,3556,1,0,,,,,,,,,,,,,,,,,,
686,3557,1,0,,,,,,,,,,,,,,,,,,
687,3559,1,0,,,,,,,,,,,,,,,,,,
688,3569,1,0,,,,,,,,,,,,,,,,,,
689,3573,0,2,,,,,,,,,,,,,,,,,,
690,3582,1,0,,,,,,,,,,,,,,,,,,
691,3585,1,0,,,,,,,,,,,,,,,,,,
692,3589,0,3,,,,,,,,,,,,,,,,,,
693,3590,0,1,,,,,,,,,,,,,,,,,,
694,3591,0,1,,,,,,,,,,,,,,,,,,
695,3594,2,0,,,,,,,,,,,,,,,,,,
696,3595,0,3,,,,,,,,,,,,,,,,,,
697,3596,8,7,,,,,,,,,,,,,,,,,,
698,3597,0,7,,,,,,,,,,,,,,,,,,
699,3598,0,5,,,,,,,,,,,,,,,,,,
700,3599,2,4,,,,,,,,,,,,,,,,,,
701,3700,0,3,,,,,,,,,,,,,,,,,,
702,3701,0,4,,,,,,,,,,,,,,,,,,
703,3702,2,4,,,,,,,,,,,,,,,,,,
704,3703,0,4,,,,,,,,,,,,,,,,,,
705,3704,0,2,,,,,,,,,,,,,,,,,,
706,3706,0,2,,,,,,,,,,,,,,,,,,
707,3713,1,0,,,,,,,,,,,,,,,,,,
708,3715,0,2,,,,,,,,,,,,,,,,,,
709,3716,0,2,,,,,,,,,,,,,,,,,,
710,3718,0,1,,,,,,,,,,,,,,,,,,
711,3721,4,0,,,,,,,,,,,,,,,,,,
712,3723,4,1,,,,,,,,,,,,,,,,,,
713,3724,0,1,,,,,,,,,,,,,,,,,,
714,3727,6,1,,,,,,,,,,,,,,,,,,
715,3730,3,0,,,,,,,,,,,,,,,,,,
716,3734,0,3,,,,,,,,,,,,,,,,,,
717,3735,6,5,,,,,,,,,,,,,,,,,,
718,3736,0,4,,,,,,,,,,,,,,,,,,
719,3737,0,5,,,,,,,,,,,,,,,,,,
720,3738,0,4,,,,,,,,,,,,,,,,,,
721,3739,0,4,,,,,,,,,,,,,,,,,,
722,3740,2,4,,,,,,,,,,,,,,,,,,
723,3741,2,3,,,,,,,,,,,,,,,,,,
724,3742,2,3,,,,,,,,,,,,,,,,,,
725,3743,1,4,,,,,,,,,,,,,,,,,,
726,3744,0,3,,,,,,,,,,,,,,,,,,
727,3745,0,3,,,,,,,,,,,,,,,,,,
728,3746,0,3,,,,,,,,,,,,,,,,,,
729,3748,7,0,,,,,,,,,,,,,,,,,,
730,3750,5,0,,,,,,,,,,,,,,,,,,
731,3754,8,1,,,,,,,,,,,,,,,,,,
732,3755,1,0,,,,,,,,,,,,,,,,,,
733,3764,6,0,,,,,,,,,,,,,,,,,,
734,3765,5,0,,,,,,,,,,,,,,,,,,
735,3774,1,0,,,,,,,,,,,,,,,,,,
736,3777,0,1,,,,,,,,,,,,,,,,,,
737,3778,0,7,,,,,,,,,,,,,,,,,,
738,3779,0,6,,,,,,,,,,,,,,,,,,
739,3780,6,2,,,,,,,,,,,,,,,,,,
740,3781,0,2,,,,,,,,,,,,,,,,,,
741,3782,0,4,,,,,,,,,,,,,,,,,,
742,3783,2,6,,,,,,,,,,,,,,,,,,
743,3785,0,2,,,,,,,,,,,,,,,,,,
744,3786,0,6,,,,,,,,,,,,,,,,,,
745,3787,0,6,,,,,,,,,,,,,,,,,,
746,3788,5,4,,,,,,,,,,,,,,,,,,
747,3790,0,6,,,,,,,,,,,,,,,,,,
748,3791,8,7,,,,,,,,,,,,,,,,,,
749,3793,6,2,,,,,,,,,,,,,,,,,,
750,3794,3,7,,,,,,,,,,,,,,,,,,
751,3795,6,7,,,,,,,,,,,,,,,,,,
752,3796,0,7,,,,,,,,,,,,,,,,,,
753,3797,8,5,,,,,,,,,,,,,,,,,,
754,3798,0,7,,,,,,,,,,,,,,,,,,
755,3799,0,4,,,,,,,,,,,,,,,,,,
756,3900,3,0,,,,,,,,,,,,,,,,,,
757,3902,8,0,,,,,,,,,,,,,,,,,,
758,3909,0,3,,,,,,,,,,,,,,,,,,
759,3910,0,2,,,,,,,,,,,,,,,,,,
760,3911,0,2,,,,,,,,,,,,,,,,,,
761,3913,7,0,,,,,,,,,,,,,,,,,,
762,3914,5,0,,,,,,,,,,,,,,,,,,
763,3915,5,0,,,,,,,,,,,,,,,,,,
764,3917,8,0,,,,,,,,,,,,,,,,,,
765,3919,4,0,,,,,,,,,,,,,,,,,,
766,3920,1,0,,,,,,,,,,,,,,,,,,
767,3921,4,0,,,,,,,,,,,,,,,,,,
768,3922,8,0,,,,,,,,,,,,,,,,,,
769,3933,6,0,,,,,,,,,,,,,,,,,,
770,3939,0,2,,,,,,,,,,,,,,,,,,
771,3940,0,2,,,,,,,,,,,,,,,,,,
772,3941,0,2,,,,,,,,,,,,,,,,,,
773,3942,0,6,,,,,,,,,,,,,,,,,,
774,3944,0,8,,,,,,,,,,,,,,,,,,
775,3945,0,5,,,,,,,,,,,,,,,,,,
776,3946,3,0,,,,,,,,,,,,,,,,,,
777,3948,1,0,,,,,,,,,,,,,,,,,,
778,3956,0,3,,,,,,,,,,,,,,,,,,
779,3957,0,3,,,,,,,,,,,,,,,,,,
780,3958,0,2,,,,,,,,,,,,,,,,,,
781,3959,0,2,,,,,,,,,,,,,,,,,,
782,3960,0,5,,,,,,,,,,,,,,,,,,
783,3961,8,6,,,,,,,,,,,,,,,,,,
784,3962,0,3,,,,,,,,,,,,,,,,,,
785,3963,0,5,,,,,,,,,,,,,,,,,,
786,3964,0,7,,,,,,,,,,,,,,,,,,
787,3965,4,5,,,,,,,,,,,,,,,,,,
788,3967,0,1,,,,,,,,,,,,,,,,,,
789,3975,0,8,,,,,,,,,,,,,,,,,,
790,3984,0,6,,,,,,,,,,,,,,,,,,
791,3985,0,3,,,,,,,,,,,,,,,,,,
792,3986,0,3,,,,,,,,,,,,,,,,,,
793,3987,1,0,,,,,,,,,,,,,,,,,,
794,3988,2,0,,,,,,,,,,,,,,,,,,
795,3989,2,0,,,,,,,,,,,,,,,,,,
796,3990,2,0,,,,,,,,,,,,,,,,,,
797,3992,0,1,,,,,,,,,,,,,,,,,,
798,3998,1,0,,,,,,,,,,,,,,,,,,
799,4109,2,0,,,,,,,,,,,,,,,,,,
800,4121,7,0,,,,,,,,,,,,,,,,,,
801,4123,0,6,,,,,,,,,,,,,,,,,,
802,4124,2,0,,,,,,,,,,,,,,,,,,
803,4128,0,8,,,,,,,,,,,,,,,,,,
804,4130,0,8,,,,,,,,,,,,,,,,,,
805,4131,0,7,,,,,,,,,,,,,,,,,,
806,4132,1,7,,,,,,,,,,,,,,,,,,
807,4133,2,8,,,,,,,,,,,,,,,,,,
808,4134,0,8,,,,,,,,,,,,,,,,,,
809,4135,0,8,,,,,,,,,,,,,,,,,,
810,4136,0,8,,,,,,,,,,,,,,,,,,
811,4137,2,7,,,,,,,,,,,,,,,,,,
812,4138,0,8,,,,,,,,,,,,,,,,,,
813,4139,5,8,,,,,,,,,,,,,,,,,,
814,4140,0,3,,,,,,,,,,,,,,,,,,
815,4142,2,0,,,,,,,,,,,,,,,,,,
816,4143,8,0,,,,,,,,,,,,,,,,,,
817,4147,0,7,,,,,,,,,,,,,,,,,,
818,4148,3,8,,,,,,,,,,,,,,,,,,
819,4149,0,8,,,,,,,,,,,,,,,,,,
820,4150,6,8,,,,,,,,,,,,,,,,,,
821,4151,0,8,,,,,,,,,,,,,,,,,,
822,4152,0,8,,,,,,,,,,,,,,,,,,
823,4153,0,1,,,,,,,,,,,,,,,,,,
824,4157,1,0,,,,,,,,,,,,,,,,,,
825,4158,1,0,,,,,,,,,,,,,,,,,,
826,4159,1,0,,,,,,,,,,,,,,,,,,
827,4160,1,0,,,,,,,,,,,,,,,,,,
828,4161,1,0,,,,,,,,,,,,,,,,,,
829,4162,1,0,,,,,,,,,,,,,,,,,,
830,4166,0,7,,,,,,,,,,,,,,,,,,
831,4167,0,7,,,,,,,,,,,,,,,,,,
832,4168,0,8,,,,,,,,,,,,,,,,,,
833,4169,0,8,,,,,,,,,,,,,,,,,,
834,4170,0,8,,,,,,,,,,,,,,,,,,
835,4171,0,8,,,,,,,,,,,,,,,,,,
836,4172,0,4,,,,,,,,,,,,,,,,,,
837,4173,8,3,,,,,,,,,,,,,,,,,,
838,4174,2,3,,,,,,,,,,,,,,,,,,
839,4175,2,5,,,,,,,,,,,,,,,,,,
840,4176,8,6,,,,,,,,,,,,,,,,,,
841,4177,6,4,,,,,,,,,,,,,,,,,,
842,4178,3,6,,,,,,,,,,,,,,,,,,
843,4179,3,4,,,,,,,,,,,,,,,,,,
844,4180,2,4,,,,,,,,,,,,,,,,,,
845,4181,0,4,,,,,,,,,,,,,,,,,,
846,4182,0,4,,,,,,,,,,,,,,,,,,
847,4183,0,8,,,,,,,,,,,,,,,,,,
848,4184,0,4,,,,,,,,,,,,,,,,,,
849,4185,0,6,,,,,,,,,,,,,,,,,,
850,4186,1,0,,,,,,,,,,,,,,,,,,
851,4188,0,2,,,,,,,,,,,,,,,,,,
852,4189,0,2,,,,,,,,,,,,,,,,,,
853,4191,1,2,,,,,,,,,,,,,,,,,,
854,4192,0,2,,,,,,,,,,,,,,,,,,
855,4194,0,8,,,,,,,,,,,,,,,,,,
856,4195,0,6,,,,,,,,,,,,,,,,,,
857,4196,0,6,,,,,,,,,,,,,,,,,,
858,4198,0,1,,,,,,,,,,,,,,,,,,
859,4199,0,1,,,,,,,,,,,,,,,,,,
860,4314,2,0,,,,,,,,,,,,,,,,,,
861,4317,0,7,,,,,,,,,,,,,,,,,,
862,4318,5,7,,,,,,,,,,,,,,,,,,
863,4319,0,7,,,,,,,,,,,,,,,,,,
864,4320,8,0,,,,,,,,,,,,,,,,,,
865,4327,1,0,,,,,,,,,,,,,,,,,,
866,4328,3,0,,,,,,,,,,,,,,,,,,
867,4334,0,7,,,,,,,,,,,,,,,,,,
868,4335,0,7,,,,,,,,,,,,,,,,,,
869,4336,7,5,,,,,,,,,,,,,,,,,,
870,4337,5,3,,,,,,,,,,,,,,,,,,
871,4338,5,4,,,,,,,,,,,,,,,,,,
872,4339,0,1,,,,,,,,,,,,,,,,,,
873,4340,0,1,,,,,,,,,,,,,,,,,,
874,4341,3,0,,,,,,,,,,,,,,,,,,
875,4342,7,1,,,,,,,,,,,,,,,,,,
876,4343,3,2,,,,,,,,,,,,,,,,,,
877,4344,8,2,,,,,,,,,,,,,,,,,,
878,4345,1,2,,,,,,,,,,,,,,,,,,
879,4346,0,1,,,,,,,,,,,,,,,,,,
880,4347,0,2,,,,,,,,,,,,,,,,,,
881,4348,7,1,,,,,,,,,,,,,,,,,,
882,4349,0,1,,,,,,,,,,,,,,,,,,
883,4350,0,1,,,,,,,,,,,,,,,,,,
884,4351,0,1,,,,,,,,,,,,,,,,,,
885,4352,0,1,,,,,,,,,,,,,,,,,,
886,4353,0,1,,,,,,,,,,,,,,,,,,
887,4354,0,1,,,,,,,,,,,,,,,,,,
888,4358,8,0,,,,,,,,,,,,,,,,,,
889,4359,8,0,,,,,,,,,,,,,,,,,,
890,4360,1,0,,,,,,,,,,,,,,,,,,
891,4364,4,0,,,,,,,,,,,,,,,,,,
892,4368,6,0,,,,,,,,,,,,,,,,,,
893,4374,0,3,,,,,,,,,,,,,,,,,,
894,4375,0,2,,,,,,,,,,,,,,,,,,
895,4376,0,3,,,,,,,,,,,,,,,,,,
896,4377,4,2,,,,,,,,,,,,,,,,,,
897,4378,4,2,,,,,,,,,,,,,,,,,,
898,4379,0,2,,,,,,,,,,,,,,,,,,
899,4380,0,6,,,,,,,,,,,,,,,,,,
900,4381,1,4,,,,,,,,,,,,,,,,,,
901,4382,1,0,,,,,,,,,,,,,,,,,,
902,4386,0,2,,,,,,,,,,,,,,,,,,
903,4387,0,3,,,,,,,,,,,,,,,,,,
904,4388,0,3,,,,,,,,,,,,,,,,,,
905,4395,8,0,,,,,,,,,,,,,,,,,,
906,4397,2,0,,,,,,,,,,,,,,,,,,
907,4398,2,0,,,,,,,,,,,,,,,,,,
908,4522,7,0,,,,,,,,,,,,,,,,,,
909,4526,2,0,,,,,,,,,,,,,,,,,,
910,4532,5,0,,,,,,,,,,,,,,,,,,
911,4536,2,0,,,,,,,,,,,,,,,,,,
912,4537,4,0,,,,,,,,,,,,,,,,,,
913,4557,6,0,,,,,,,,,,,,,,,,,,
914,4572,1,0,,,,,,,,,,,,,,,,,,
915,4573,6,0,,,,,,,,,,,,,,,,,,
916,4578,7,0,,,,,,,,,,,,,,,,,,
917,4581,4,0,,,,,,,,,,,,,,,,,,
918,4587,1,0,,,,,,,,,,,,,,,,,,
919,4594,3,0,,,,,,,,,,,,,,,,,,
920,4597,5,0,,,,,,,,,,,,,,,,,,
921,4703,1,0,,,,,,,,,,,,,,,,,,
922,4704,4,0,,,,,,,,,,,,,,,,,,
923,4713,1,0,,,,,,,,,,,,,,,,,,
924,4714,2,0,,,,,,,,,,,,,,,,,,
925,4716,2,0,,,,,,,,,,,,,,,,,,
926,4719,3,0,,,,,,,,,,,,,,,,,,
927,4720,1,0,,,,,,,,,,,,,,,,,,
928,4724,2,0,,,,,,,,,,,,,,,,,,
929,4726,3,0,,,,,,,,,,,,,,,,,,
930,4730,8,0,,,,,,,,,,,,,,,,,,
931,4740,7,0,,,,,,,,,,,,,,,,,,
932,4747,1,0,,,,,,,,,,,,,,,,,,
933,4748,2,0,,,,,,,,,,,,,,,,,,
934,4751,2,0,,,,,,,,,,,,,,,,,,
935,4755,8,0,,,,,,,,,,,,,,,,,,
936,4756,5,0,,,,,,,,,,,,,,,,,,
937,4770,2,0,,,,,,,,,,,,,,,,,,
938,4789,2,0,,,,,,,,,,,,,,,,,,
939,4790,1,0,,,,,,,,,,,,,,,,,,
940,4797,6,0,,,,,,,,,,,,,,,,,,
941,4902,3,0,,,,,,,,,,,,,,,,,,
942,4921,3,0,,,,,,,,,,,,,,,,,,
943,4922,2,0,,,,,,,,,,,,,,,,,,
944,4926,2,0,,,,,,,,,,,,,,,,,,
945,4938,7,0,,,,,,,,,,,,,,,,,,
946,4940,3,0,,,,,,,,,,,,,,,,,,
947,4952,6,0,,,,,,,,,,,,,,,,,,
948,4953,3,0,,,,,,,,,,,,,,,,,,
949,4977,3,0,,,,,,,,,,,,,,,,,,
950,4978,4,0,,,,,,,,,,,,,,,,,,
951,4982,1,0,,,,,,,,,,,,,,,,,,
952,4985,1,0,,,,,,,,,,,,,,,,,,
953,4993,2,0,,,,,,,,,,,,,,,,,,
954,5101,8,0,,,,,,,,,,,,,,,,,,
955,5102,2,0,,,,,,,,,,,,,,,,,,
956,5107,5,0,,,,,,,,,,,,,,,,,,
957,5117,2,0,,,,,,,,,,,,,,,,,,
958,5123,7,0,,,,,,,,,,,,,,,,,,
959,5128,3,0,,,,,,,,,,,,,,,,,,
960,5145,2,0,,,,,,,,,,,,,,,,,,
961,5156,1,0,,,,,,,,,,,,,,,,,,
962,5160,7,0,,,,,,,,,,,,,,,,,,
963,5161,2,0,,,,,,,,,,,,,,,,,,
964,5175,5,0,,,,,,,,,,,,,,,,,,
965,5176,5,0,,,,,,,,,,,,,,,,,,
966,5177,3,0,,,,,,,,,,,,,,,,,,
967,5178,6,0,,,,,,,,,,,,,,,,,,
968,5180,1,0,,,,,,,,,,,,,,,,,,
969,5181,2,0,,,,,,,,,,,,,,,,,,
970,5183,3,0,,,,,,,,,,,,,,,,,,
971,5185,5,0,,,,,,,,,,,,,,,,,,
972,5187,3,0,,,,,,,,,,,,,,,,,,
973,5196,2,0,,,,,,,,,,,,,,,,,,
974,5311,8,0,,,,,,,,,,,,,,,,,,
975,5314,2,0,,,,,,,,,,,,,,,,,,
976,5315,2,0,,,,,,,,,,,,,,,,,,
977,5317,8,0,,,,,,,,,,,,,,,,,,
978,5324,6,0,,,,,,,,,,,,,,,,,,
979,5330,8,0,,,,,,,,,,,,,,,,,,
980,5331,1,0,,,,,,,,,,,,,,,,,,
981,5333,1,0,,,,,,,,,,,,,,,,,,
982,5334,3,0,,,,,,,,,,,,,,,,,,
983,5338,3,0,,,,,,,,,,,,,,,,,,
984,5341,4,0,,,,,,,,,,,,,,,,,,
985,5344,8,0,,,,,,,,,,,,,,,,,,
986,5348,3,0,,,,,,,,,,,,,,,,,,
987,5354,2,0,,,,,,,,,,,,,,,,,,
988,5365,2,0,,,,,,,,,,,,,,,,,,
989,5367,5,0,,,,,,,,,,,,,,,,,,
990,5380,3,0,,,,,,,,,,,,,,,,,,
991,5381,6,0,,,,,,,,,,,,,,,,,,
992,5386,5,0,,,,,,,,,,,,,,,,,,
993,5388,3,0,,,,,,,,,,,,,,,,,,
994,5390,1,0,,,,,,,,,,,,,,,,,,
995,5398,2,0,,,,,,,,,,,,,,,,,,
996,5399,6,0,,,,,,,,,,,,,,,,,,
997,5500,7,0,,,,,,,,,,,,,,,,,,
998,5502,4,0,,,,,,,,,,,,,,,,,,
999,5509,1,0,,,,,,,,,,,,,,,,,,
1000,5511,1,0,,,,,,,,,,,,,,,,,,
1001,5514,3,0,,,,,,,,,,,,,,,,,,
1002,5524,7,0,,,,,,,,,,,,,,,,,,
1003,5531,6,0,,,,,,,,,,,,,,,,,,
1004,5536,2,0,,,,,,,,,,,,,,,,,,
1005,5537,2,0,,,,,,,,,,,,,,,,,,
1006,5538,7,0,,,,,,,,,,,,,,,,,,
1007,5542,7,0,,,,,,,,,,,,,,,,,,
1008,5543,7,0,,,,,,,,,,,,,,,,,,
1009,5550,1,0,,,,,,,,,,,,,,,,,,
1010,5552,8,0,,,,,,,,,,,,,,,,,,
1011,5557,1,0,,,,,,,,,,,,,,,,,,
1012,5561,5,0,,,,,,,,,,,,,,,,,,
1013,5566,7,0,,,,,,,,,,,,,,,,,,
1014,5569,1,0,,,,,,,,,,,,,,,,,,
1015,5576,2,0,,,,,,,,,,,,,,,,,,
1016,5581,5,0,,,,,,,,,,,,,,,,,,
1017,5586,4,0,,,,,,,,,,,,,,,,,,
1018,5702,2,0,,,,,,,,,,,,,,,,,,
1019,5711,7,0,,,,,,,,,,,,,,,,,,
1020,5713,1,0,,,,,,,,,,,,,,,,,,
1021,5717,3,0,,,,,,,,,,,,,,,,,,
1022,5718,1,0,,,,,,,,,,,,,,,,,,
1023,5719,6,0,,,,,,,,,,,,,,,,,,
1024,5727,1,0,,,,,,,,,,,,,,,,,,
1025,5731,1,0,,,,,,,,,,,,,,,,,,
